main_key,dayofweek,origin_period,origin,origin_name,duration,arrival_time,destination,destination_name,load_factor,minimal_n_departures,maximal_load_factor,Rata-Rata penumpang,tomorrow?
BBT-BDRSTTA,Wednesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 17:30:00,BDRSTTA,BANDARA SOETTA,100.0,1.0,100.0,8.0,0 days
BBT-BDRSTTA,Wednesday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 20:30:00,BDRSTTA,BANDARA SOETTA,62.5,1.0,62.5,5.0,0 days
BBT-BKSM,Friday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,70.0,1.0,70.0,7.0,0 days
BBT-BKSM,Friday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,60.0,1.0,60.0,6.0,0 days
BBT-BKSM,Friday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,80.0,1.0,80.0,8.0,0 days
BBT-BKSM,Friday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSM,BEKASI MALL,20.0,1.0,20.0,7.0,0 days
BBT-BKSM,Friday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,90.0,1.0,90.0,9.0,0 days
BBT-BKSM,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 07:00:00,BKSM,BEKASI MALL,100.0,1.0,100.0,10.0,0 days
BBT-BKSM,Monday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,100.0,1.0,100.0,10.0,0 days
BBT-BKSM,Monday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,55.0,1.0,55.0,6.0,0 days
BBT-BKSM,Monday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,63.333333333333336,1.0,63.333333333333336,6.0,0 days
BBT-BKSM,Monday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,73.33333333333333,1.0,73.33333333333333,7.0,0 days
BBT-BKSM,Saturday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,50.0,1.0,50.0,5.0,0 days
BBT-BKSM,Saturday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,95.0,1.0,95.0,10.0,0 days
BBT-BKSM,Saturday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,80.0,1.0,80.0,8.0,0 days
BBT-BKSM,Saturday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,70.0,1.0,70.0,7.0,0 days
BBT-BKSM,Sunday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,85.0,1.0,85.0,8.0,0 days
BBT-BKSM,Sunday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,100.0,1.0,100.0,10.0,0 days
BBT-BKSM,Sunday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,95.0,1.0,95.0,10.0,0 days
BBT-BKSM,Thursday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,60.0,1.0,60.0,6.0,0 days
BBT-BKSM,Thursday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,66.66666666666667,1.0,66.66666666666667,7.0,0 days
BBT-BKSM,Thursday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,70.0,1.0,70.0,7.0,0 days
BBT-BKSM,Thursday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,90.0,1.0,90.0,9.0,0 days
BBT-BKSM,Tuesday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,63.333333333333336,1.0,63.333333333333336,6.0,0 days
BBT-BKSM,Tuesday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,56.666666666666664,1.0,56.666666666666664,6.0,0 days
BBT-BKSM,Tuesday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSM,BEKASI MALL,100.0,1.0,100.0,10.0,0 days
BBT-BKSM,Tuesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,46.666666666666664,1.0,46.666666666666664,5.0,0 days
BBT-BKSM,Tuesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,70.0,1.0,70.0,7.0,0 days
BBT-BKSM,Wednesday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,56.666666666666664,1.0,56.666666666666664,6.0,0 days
BBT-BKSM,Wednesday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,66.66666666666667,1.0,66.66666666666667,7.0,0 days
BBT-BKSM,Wednesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,43.333333333333336,1.0,43.333333333333336,4.0,0 days
BBT-BKSM,Wednesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,86.66666666666667,1.0,86.66666666666667,9.0,0 days
BBT-BKSM,Wednesday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSM,BEKASI MALL,75.0,1.0,75.0,6.0,0 days
BBT-BKSOC,Friday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 09:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,1.0,37.5,3.0,0 days
BBT-BKSOC,Friday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,50.0,1.0,50.0,4.0,0 days
BBT-BKSOC,Friday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSOC,BEKASI BEBEK OCEN,62.5,1.0,62.5,5.0,0 days
BBT-BKSOC,Friday,2023-12-02 12:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 14:00:00,BKSOC,BEKASI BEBEK OCEN,12.5,1.0,12.5,1.0,0 days
BBT-BKSOC,Friday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,57.2972972972973,1.0,57.2972972972973,6.0,0 days
BBT-BKSOC,Friday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,30.362740707568296,1.0,30.362740707568296,4.0,0 days
BBT-BKSOC,Friday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,55.93434343434343,1.0,55.93434343434343,6.0,0 days
BBT-BKSOC,Friday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,70.0,1.0,70.0,7.0,0 days
BBT-BKSOC,Friday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,85.38401253918495,1.0,85.38401253918495,23.0,0 days
BBT-BKSOC,Friday,2023-12-02 18:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 20:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,1.0,37.5,3.0,0 days
BBT-BKSOC,Friday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,76.875,1.0,76.875,6.0,0 days
BBT-BKSOC,Friday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,60.833333333333336,1.0,60.833333333333336,5.0,0 days
BBT-BKSOC,Friday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSOC,BEKASI BEBEK OCEN,63.333333333333336,1.0,63.333333333333336,6.0,0 days
BBT-BKSOC,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 07:00:00,BKSOC,BEKASI BEBEK OCEN,51.81121560431905,1.0,51.81121560431905,8.0,0 days
BBT-BKSOC,Monday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,10.0,1.0,10.0,1.0,0 days
BBT-BKSOC,Monday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,53.68421052631579,1.0,53.68421052631579,5.0,0 days
BBT-BKSOC,Monday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,60.0,1.0,60.0,6.0,0 days
BBT-BKSOC,Monday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,12.5,1.0,12.5,1.0,0 days
BBT-BKSOC,Saturday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSOC,BEKASI BEBEK OCEN,60.0,1.0,60.0,6.0,0 days
BBT-BKSOC,Saturday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,68.75,1.0,68.75,6.0,0 days
BBT-BKSOC,Saturday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,55.26315789473684,1.0,55.26315789473684,6.0,0 days
BBT-BKSOC,Saturday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,1.0,37.5,3.0,0 days
BBT-BKSOC,Saturday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,40.0,1.0,40.0,4.0,0 days
BBT-BKSOC,Saturday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,12.5,1.0,12.5,1.0,0 days
BBT-BKSOC,Sunday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 10:00:00,BKSOC,BEKASI BEBEK OCEN,6.724137931034482,1.0,6.724137931034482,1.0,0 days
BBT-BKSOC,Sunday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,25.0,1.0,25.0,2.0,0 days
BBT-BKSOC,Sunday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSOC,BEKASI BEBEK OCEN,43.5,1.0,43.5,4.0,0 days
BBT-BKSOC,Sunday,2023-12-02 12:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 14:00:00,BKSOC,BEKASI BEBEK OCEN,27.06896551724138,1.0,27.06896551724138,5.0,0 days
BBT-BKSOC,Sunday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,68.46153846153847,1.0,68.46153846153847,7.0,0 days
BBT-BKSOC,Sunday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,1.0,80.0,8.0,0 days
BBT-BKSOC,Sunday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,100.0,1.0,100.0,9.0,0 days
BBT-BKSOC,Sunday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,88.57142857142857,1.0,88.57142857142857,9.0,0 days
BBT-BKSOC,Sunday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,90.0,1.0,90.0,9.0,0 days
BBT-BKSOC,Sunday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,73.5632183908046,1.0,73.5632183908046,21.0,0 days
BBT-BKSOC,Sunday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSOC,BEKASI BEBEK OCEN,83.0,1.0,83.0,7.0,0 days
BBT-BKSOC,Thursday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSOC,BEKASI BEBEK OCEN,50.0,1.0,50.0,4.0,0 days
BBT-BKSOC,Thursday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 10:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,1.0,80.0,8.0,0 days
BBT-BKSOC,Thursday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSOC,BEKASI BEBEK OCEN,20.0,1.0,20.0,2.0,0 days
BBT-BKSOC,Thursday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,1.0,80.0,8.0,0 days
BBT-BKSOC,Thursday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,56.05263157894737,1.0,56.05263157894737,6.0,0 days
BBT-BKSOC,Thursday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,83.33333333333333,1.0,83.33333333333333,7.0,0 days
BBT-BKSOC,Thursday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,62.5,1.0,62.5,5.0,0 days
BBT-BKSOC,Thursday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,1.0,37.5,3.0,0 days
BBT-BKSOC,Thursday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,62.916666666666664,1.0,62.916666666666664,6.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 09:00:00,BKSOC,BEKASI BEBEK OCEN,30.0,1.0,30.0,3.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,40.0,1.0,40.0,4.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,63.75,1.0,63.75,6.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,75.83333333333333,1.0,75.83333333333333,7.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,40.0,1.0,40.0,4.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,41.25,1.0,41.25,4.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,1.0,80.0,8.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 09:00:00,BKSOC,BEKASI BEBEK OCEN,100.0,1.0,100.0,8.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,51.25,1.0,51.25,5.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSOC,BEKASI BEBEK OCEN,70.0,1.0,70.0,6.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,42.16216216216216,1.0,42.16216216216216,4.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,25.586206896551722,1.0,25.586206896551722,4.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,52.916666666666664,1.0,52.916666666666664,6.0,0 days
